Kód kraja,Názov kraja,Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných prednostných hlasov,Poznámka
5,Žilinský kraj,1,Pirátska strana - Slovensko,17,Alexander,Máteffy,23,
5,Žilinský kraj,1,Pirátska strana - Slovensko,18,Benjamín,Schlesinger,15,
5,Žilinský kraj,1,Pirátska strana - Slovensko,19,Milena,Moravcová,15,
5,Žilinský kraj,1,Pirátska strana - Slovensko,20,Branislava,Pírková,43,
5,Žilinský kraj,1,Pirátska strana - Slovensko,21,Sandra,Morgošová,56,
5,Žilinský kraj,1,Pirátska strana - Slovensko,22,Katarína,Ringelband,18,
5,Žilinský kraj,1,Pirátska strana - Slovensko,23,Ľubica,Peerová,19,
5,Žilinský kraj,1,Pirátska strana - Slovensko,24,Martin,Kresák,14,
5,Žilinský kraj,1,Pirátska strana - Slovensko,25,Rastislav,Dubovský,14,
5,Žilinský kraj,1,Pirátska strana - Slovensko,26,Slavka,Švantnerová,9,
5,Žilinský kraj,1,Pirátska strana - Slovensko,27,Lucia,Appelová,38,
5,Žilinský kraj,1,Pirátska strana - Slovensko,28,Filip,Kulich,39,
5,Žilinský kraj,1,Pirátska strana - Slovensko,29,Beáta,Drdáková,29,
5,Žilinský kraj,1,Pirátska strana - Slovensko,30,Rudolf,Molnár,19,
5,Žilinský kraj,1,Pirátska strana - Slovensko,31,Natália,Ivasiuková,12,
5,Žilinský kraj,1,Pirátska strana - Slovensko,32,Sylvia,Bolechová,9,
5,Žilinský kraj,1,Pirátska strana - Slovensko,33,Eva,Uričová,10,
5,Žilinský kraj,1,Pirátska strana - Slovensko,34,Zdeno,Belanský,20,
5,Žilinský kraj,1,Pirátska strana - Slovensko,35,Stanislav,Bednár,15,
5,Žilinský kraj,1,Pirátska strana - Slovensko,36,Slavomíra,Krátka,15,
5,Žilinský kraj,1,Pirátska strana - Slovensko,37,Juraj,Bittmann,19,
5,Žilinský kraj,1,Pirátska strana - Slovensko,38,Juraj,Rác,3,
5,Žilinský kraj,1,Pirátska strana - Slovensko,39,Veronika,Ovádeková,9,
5,Žilinský kraj,1,Pirátska strana - Slovensko,40,Peter,Pavol,26,
5,Žilinský kraj,1,Pirátska strana - Slovensko,41,Pavol,Drdák,31,
5,Žilinský kraj,1,Pirátska strana - Slovensko,42,Patrik,Novotný,9,
5,Žilinský kraj,1,Pirátska strana - Slovensko,43,Jarmila,Miškusová,17,
5,Žilinský kraj,1,Pirátska strana - Slovensko,44,Ondrej,Forgáč,17,
5,Žilinský kraj,1,Pirátska strana - Slovensko,45,Renáta,Gábrišová,6,
5,Žilinský kraj,1,Pirátska strana - Slovensko,46,Tomáš,Bodó,11,
5,Žilinský kraj,1,Pirátska strana - Slovensko,47,Július,Vrábeľ,7,
5,Žilinský kraj,1,Pirátska strana - Slovensko,48,Daniel,Mego,10,
5,Žilinský kraj,1,Pirátska strana - Slovensko,49,Stanislav,Repčák,6,
5,Žilinský kraj,1,Pirátska strana - Slovensko,50,Štefan,Wimmer,4,
5,Žilinský kraj,1,Pirátska strana - Slovensko,51,Milan,Hrabko,21,
5,Žilinský kraj,1,Pirátska strana - Slovensko,52,Iveta,Rusznyáková,8,
5,Žilinský kraj,1,Pirátska strana - Slovensko,53,Marek,Kvak,14,
5,Žilinský kraj,1,Pirátska strana - Slovensko,54,Vladimír,Kaplin,7,
5,Žilinský kraj,1,Pirátska strana - Slovensko,55,Anna,Brezániová,5,
5,Žilinský kraj,1,Pirátska strana - Slovensko,56,Erik,Lackovič,17,
5,Žilinský kraj,1,Pirátska strana - Slovensko,57,Jozef,Brezovský,11,
5,Žilinský kraj,1,Pirátska strana - Slovensko,58,Ľuboš,Noga,9,
5,Žilinský kraj,1,Pirátska strana - Slovensko,59,Pavol,Zedník,8,
5,Žilinský kraj,1,Pirátska strana - Slovensko,60,Anton,Pižurný,34,
5,Žilinský kraj,2,PRINCÍP,1,Atila,Géňa,25,X
5,Žilinský kraj,2,PRINCÍP,2,Alfonz,Kaliaš,17,
5,Žilinský kraj,2,PRINCÍP,3,Mikuláš,Vareha,32,
5,Žilinský kraj,2,PRINCÍP,4,Marián,Geci,3,
5,Žilinský kraj,2,PRINCÍP,5,Katarína,Marcišová,3,
5,Žilinský kraj,2,PRINCÍP,6,Helena,Laliková,15,
5,Žilinský kraj,2,PRINCÍP,7,Jozef,Petráš,4,
5,Žilinský kraj,2,PRINCÍP,8,Atila,Oláh,25,
5,Žilinský kraj,2,PRINCÍP,9,Nikoleta,Balogová,5,
5,Žilinský kraj,2,PRINCÍP,10,Jozef,Petráš,5,
5,Žilinský kraj,2,PRINCÍP,11,Michal,Fízik,3,
5,Žilinský kraj,2,PRINCÍP,12,František,Koscs,2,
5,Žilinský kraj,2,PRINCÍP,13,Patrik,Timčík,3,
5,Žilinský kraj,2,PRINCÍP,14,Alfonz,Kaliaš,3,
5,Žilinský kraj,2,PRINCÍP,15,Ivan,Kovanda,2,
5,Žilinský kraj,2,PRINCÍP,16,Marián,Veselský,1,
5,Žilinský kraj,2,PRINCÍP,17,Peter,Červeňák,4,
5,Žilinský kraj,2,PRINCÍP,18,Rudolf,Felšöci,1,
5,Žilinský kraj,2,PRINCÍP,19,Radovan,Levický,4,
5,Žilinský kraj,2,PRINCÍP,20,Martin,Makula,2,
5,Žilinský kraj,2,PRINCÍP,21,Jana,Haňaková,5,
5,Žilinský kraj,2,PRINCÍP,22,Róbert,Fráter,5,
5,Žilinský kraj,2,PRINCÍP,23,Laura,Ninčáková,3,
5,Žilinský kraj,2,PRINCÍP,24,Viktor,Polhoš,0,
5,Žilinský kraj,2,PRINCÍP,25,Viera,Handi,3,
5,Žilinský kraj,2,PRINCÍP,26,Martin,Juhas,1,
5,Žilinský kraj,2,PRINCÍP,27,Karel,Váradi,1,X
5,Žilinský kraj,2,PRINCÍP,28,Michal,Micaj,0,
5,Žilinský kraj,2,PRINCÍP,29,Silvia,Danková,0,
5,Žilinský kraj,2,PRINCÍP,30,Ladislav,Varecha,4,
5,Žilinský kraj,2,PRINCÍP,31,Ľubomír,Havrilec,4,
5,Žilinský kraj,2,PRINCÍP,32,Jozef,Petraš,0,
5,Žilinský kraj,2,PRINCÍP,33,Monika,Davidová,1,
5,Žilinský kraj,2,PRINCÍP,34,Ľubomír,Korchan,2,
5,Žilinský kraj,2,PRINCÍP,35,Lukáš,Tomaško,2,
5,Žilinský kraj,2,PRINCÍP,36,Ján,Tancoš,12,
5,Žilinský kraj,2,PRINCÍP,37,Štefan,Hozza,1,
5,Žilinský kraj,2,PRINCÍP,38,Jaroslava,Marinaková,3,
5,Žilinský kraj,2,PRINCÍP,39,Patrik,Adam,4,
5,Žilinský kraj,2,PRINCÍP,40,Miroslav,Juhász,2,
5,Žilinský kraj,2,PRINCÍP,41,Marek,Sedlák,1,
5,Žilinský kraj,2,PRINCÍP,42,Jozef,Červeňák,2,
5,Žilinský kraj,2,PRINCÍP,43,Ľubomír,Žolna,2,
5,Žilinský kraj,2,PRINCÍP,44,Jaroslava,Basová,5,
5,Žilinský kraj,2,PRINCÍP,45,Zdeno,Pompa,3,
5,Žilinský kraj,2,PRINCÍP,46,Viktor,Gaško,0,
5,Žilinský kraj,2,PRINCÍP,47,Ján,Šmajda,3,
5,Žilinský kraj,2,PRINCÍP,48,Peter,Horváth,1,
5,Žilinský kraj,2,PRINCÍP,49,Rudolf,Motýl,3,
5,Žilinský kraj,2,PRINCÍP,50,Vanesa,Gregová,3,
5,Žilinský kraj,2,PRINCÍP,51,Rudolf,Mačo,2,
5,Žilinský kraj,2,PRINCÍP,52,Peter,Pavlinský,0,
5,Žilinský kraj,2,PRINCÍP,53,Marián,Kapa,4,
5,Žilinský kraj,2,PRINCÍP,54,Daniel,Balog,3,
5,Žilinský kraj,2,PRINCÍP,55,Alexej,Hanko,1,
5,Žilinský kraj,2,PRINCÍP,56,Zdena,Vencelová,1,
5,Žilinský kraj,2,PRINCÍP,57,Stanislav,Feko,3,
5,Žilinský kraj,2,PRINCÍP,58,Ján,Dudáš,4,
5,Žilinský kraj,2,PRINCÍP,59,Andrea,Irdzová,2,
5,Žilinský kraj,2,PRINCÍP,60,Andrej,Danečko,1,
5,Žilinský kraj,2,PRINCÍP,61,Martina,Fedor Bučková,2,X
5,Žilinský kraj,2,PRINCÍP,62,Patrik,Kollár,4,
5,Žilinský kraj,2,PRINCÍP,63,Diana,Schützová,6,X
5,Žilinský kraj,2,PRINCÍP,64,Gabriel,Pajunk,2,X
5,Žilinský kraj,2,PRINCÍP,65,Paulína,Kollárová,0,
5,Žilinský kraj,2,PRINCÍP,66,Eva,Ninčáková,3,
5,Žilinský kraj,2,PRINCÍP,67,Alena,Kundratová,1,
5,Žilinský kraj,2,PRINCÍP,68,Andrej,Kaputa,5,
5,Žilinský kraj,2,PRINCÍP,69,Jozef,Leľo,2,
5,Žilinský kraj,2,PRINCÍP,70,Miroslava,Jancurová,8,
5,Žilinský kraj,3,Progresívne Slovensko,1,Michal,Šimečka,37315,
5,Žilinský kraj,3,Progresívne Slovensko,2,Lucia,Plaváková,12761,
5,Žilinský kraj,3,Progresívne Slovensko,3,Michal,Truban,16066,
5,Žilinský kraj,3,Progresívne Slovensko,4,Tamara,Stohlová,7664,
5,Žilinský kraj,3,Progresívne Slovensko,5,Tomáš,Valášek,7300,
5,Žilinský kraj,3,Progresívne Slovensko,6,Zora,Jaurová,3322,
5,Žilinský kraj,3,Progresívne Slovensko,7,Ivan,Štefunko,1602,
5,Žilinský kraj,3,Progresívne Slovensko,8,Simona,Petrík,2195,
5,Žilinský kraj,3,Progresívne Slovensko,9,Michal,Wiezik,3467,
5,Žilinský kraj,3,Progresívne Slovensko,10,Irena,Bihariová,3702,
5,Žilinský kraj,3,Progresívne Slovensko,11,Štefan,Kišš,2175,
5,Žilinský kraj,3,Progresívne Slovensko,12,Ingrid,Kosová,2301,
5,Žilinský kraj,3,Progresívne Slovensko,13,Oskar,Dvořák,3323,
5,Žilinský kraj,3,Progresívne Slovensko,14,Beáta,Jurík,1144,
5,Žilinský kraj,3,Progresívne Slovensko,15,Jaroslav,Spišiak,6937,
5,Žilinský kraj,3,Progresívne Slovensko,16,Jana,Hanuliaková,789,
5,Žilinský kraj,3,Progresívne Slovensko,17,Michal,Sabo,4494,
5,Žilinský kraj,3,Progresívne Slovensko,18,Zuzana,Mesterová,579,
5,Žilinský kraj,3,Progresívne Slovensko,19,Ondrej,Prostredník,1364,
5,Žilinský kraj,3,Progresívne Slovensko,20,Zuzana,Števulová,1254,
5,Žilinský kraj,3,Progresívne Slovensko,21,Martin,Dubéci,303,
5,Žilinský kraj,3,Progresívne Slovensko,22,Darina,Luščíková,578,
5,Žilinský kraj,3,Progresívne Slovensko,23,Branislav,Vančo,271,
5,Žilinský kraj,3,Progresívne Slovensko,24,Tina,Gažovičová,1765,
5,Žilinský kraj,3,Progresívne Slovensko,25,Tomáš,Hellebrandt,3644,
5,Žilinský kraj,3,Progresívne Slovensko,26,Viera,Kalmárová,235,
5,Žilinský kraj,3,Progresívne Slovensko,27,Martin,Pekár,332,
5,Žilinský kraj,3,Progresívne Slovensko,28,Dana,Kleinert,469,
5,Žilinský kraj,3,Progresívne Slovensko,29,Dávid,Dej,164,
5,Žilinský kraj,3,Progresívne Slovensko,30,Veronika,Veslárová,488,
5,Žilinský kraj,3,Progresívne Slovensko,31,Ján,Hargaš,912,
5,Žilinský kraj,3,Progresívne Slovensko,32,Veronika,Šrobová,933,
5,Žilinský kraj,3,Progresívne Slovensko,33,Marek,Lackovič,114,
5,Žilinský kraj,3,Progresívne Slovensko,34,Natália,Nash,124,
5,Žilinský kraj,3,Progresívne Slovensko,35,Richard,Dubovický,552,
5,Žilinský kraj,3,Progresívne Slovensko,36,Gréta,Gregorová,690,
5,Žilinský kraj,3,Progresívne Slovensko,37,Peter,Brozman,454,
5,Žilinský kraj,3,Progresívne Slovensko,38,Martina,Žilková,380,
5,Žilinský kraj,3,Progresívne Slovensko,39,Branislav,Tichý,428,
5,Žilinský kraj,3,Progresívne Slovensko,40,Zuzana,Prostredníková,509,
5,Žilinský kraj,3,Progresívne Slovensko,41,Tomáš,Bořuta,353,
5,Žilinský kraj,3,Progresívne Slovensko,42,Soňa,Košičiarová,456,
5,Žilinský kraj,3,Progresívne Slovensko,43,Adam,Sarlós,173,
5,Žilinský kraj,3,Progresívne Slovensko,44,Katarína,Mičová,179,
5,Žilinský kraj,3,Progresívne Slovensko,45,Tomáš,Krjak,191,
5,Žilinský kraj,3,Progresívne Slovensko,46,Dana,Cervanová,678,
5,Žilinský kraj,3,Progresívne Slovensko,47,Tibor,Forró,66,
5,Žilinský kraj,3,Progresívne Slovensko,48,Martina,Kolláriková,93,
5,Žilinský kraj,3,Progresívne Slovensko,49,Miroslav,Kocúr,438,
5,Žilinský kraj,3,Progresívne Slovensko,50,Anna,Dojčanová,105,
5,Žilinský kraj,3,Progresívne Slovensko,51,Sergej,Kára,124,
5,Žilinský kraj,3,Progresívne Slovensko,52,Sofia Karina,Trommlerová,567,
5,Žilinský kraj,3,Progresívne Slovensko,53,Milan,Laurinc,303,
5,Žilinský kraj,3,Progresívne Slovensko,54,Eva,Kalkan,57,
5,Žilinský kraj,3,Progresívne Slovensko,55,Ivan,Hudcovský,95,
5,Žilinský kraj,3,Progresívne Slovensko,56,Renata,Igľárová,649,
5,Žilinský kraj,3,Progresívne Slovensko,57,Milan,Polešenský,93,
5,Žilinský kraj,3,Progresívne Slovensko,58,Natália,Heribanová,485,
5,Žilinský kraj,3,Progresívne Slovensko,59,Marián,Mališ,53,
5,Žilinský kraj,3,Progresívne Slovensko,60,Elena,Cinová,182,
5,Žilinský kraj,3,Progresívne Slovensko,61,Juraj,Gašpárek,253,
5,Žilinský kraj,3,Progresívne Slovensko,62,Lucia,Francescato,79,
5,Žilinský kraj,3,Progresívne Slovensko,63,Jozef,Ľos-Božik,52,
5,Žilinský kraj,3,Progresívne Slovensko,64,Zuzana,Vargová,75,
5,Žilinský kraj,3,Progresívne Slovensko,65,Pavol,Troiak,94,
5,Žilinský kraj,3,Progresívne Slovensko,66,Ľubica,Bednárová,49,
5,Žilinský kraj,3,Progresívne Slovensko,67,Marek,Štefanisko,24,
5,Žilinský kraj,3,Progresívne Slovensko,68,Karolína,Blunárová,154,
5,Žilinský kraj,3,Progresívne Slovensko,69,Krisztián,Váradi,96,
5,Žilinský kraj,3,Progresívne Slovensko,70,Romana,Sládeková,73,
5,Žilinský kraj,3,Progresívne Slovensko,71,Timotej,Süč,18,
5,Žilinský kraj,3,Progresívne Slovensko,72,Jana,Kovačovská,28,
5,Žilinský kraj,3,Progresívne Slovensko,73,Ján,Pullman,53,
5,Žilinský kraj,3,Progresívne Slovensko,74,Lucia,Smažáková Karabínošová,40,
5,Žilinský kraj,3,Progresívne Slovensko,75,Martin,Hanes,30,
5,Žilinský kraj,3,Progresívne Slovensko,76,Ingrida,Gorcovská,51,
5,Žilinský kraj,3,Progresívne Slovensko,77,Michal,Páleník,243,
5,Žilinský kraj,3,Progresívne Slovensko,78,Miroslava,Vermeiren,98,
5,Žilinský kraj,3,Progresívne Slovensko,79,Ondrej,Šarník,41,
5,Žilinský kraj,3,Progresívne Slovensko,80,Veronika,Kvietková,123,
5,Žilinský kraj,3,Progresívne Slovensko,81,Martin,Baloga,66,
5,Žilinský kraj,3,Progresívne Slovensko,82,Henrieta,Slavkovská,25,
5,Žilinský kraj,3,Progresívne Slovensko,83,Boris,Kriško,18,X
5,Žilinský kraj,3,Progresívne Slovensko,84,Andrea,Báťková,71,
5,Žilinský kraj,3,Progresívne Slovensko,85,Jozef,Bakša,23,
5,Žilinský kraj,3,Progresívne Slovensko,86,Paula,Vojtek,24,
5,Žilinský kraj,3,Progresívne Slovensko,87,Michal,Styk,31,
5,Žilinský kraj,3,Progresívne Slovensko,88,Sylvia,Pohánková,34,
5,Žilinský kraj,3,Progresívne Slovensko,89,Michal,Švajda,699,
5,Žilinský kraj,3,Progresívne Slovensko,90,Anna,Beláková,42,
5,Žilinský kraj,3,Progresívne Slovensko,91,Jakub,Jochman,60,
5,Žilinský kraj,3,Progresívne Slovensko,92,Marianna,Piršelová,75,
5,Žilinský kraj,3,Progresívne Slovensko,93,Václav,Papež,229,
5,Žilinský kraj,3,Progresívne Slovensko,94,Lenka,Jusko,27,
5,Žilinský kraj,3,Progresívne Slovensko,95,Pavel,Kendra,17,
5,Žilinský kraj,3,Progresívne Slovensko,96,Jana,Popovičová,20,
5,Žilinský kraj,3,Progresívne Slovensko,97,Lukáš,Šauša,512,
5,Žilinský kraj,3,Progresívne Slovensko,98,Jana,Toličová,18,
5,Žilinský kraj,3,Progresívne Slovensko,99,Marek,Gabonay,19,
5,Žilinský kraj,3,Progresívne Slovensko,100,Zuzana,Lučkay Mihalčinová,29,
5,Žilinský kraj,3,Progresívne Slovensko,101,Peter,Macsek,54,
5,Žilinský kraj,3,Progresívne Slovensko,102,Magdaléna,Kováč Mergová,67,
5,Žilinský kraj,3,Progresívne Slovensko,103,Erik,Illéš,32,
5,Žilinský kraj,3,Progresívne Slovensko,104,Janette,Langová,42,
5,Žilinský kraj,3,Progresívne Slovensko,105,Ladislav,Gála,9,
5,Žilinský kraj,3,Progresívne Slovensko,106,Miroslava,Lukáčová,18,
5,Žilinský kraj,3,Progresívne Slovensko,107,Peter,Lošonský,34,
5,Žilinský kraj,3,Progresívne Slovensko,108,Barbora,Ugorová,25,
5,Žilinský kraj,3,Progresívne Slovensko,109,Tibor,Bačinský,68,
5,Žilinský kraj,3,Progresívne Slovensko,110,Michaela,Hinnerová,29,
5,Žilinský kraj,3,Progresívne Slovensko,111,Róbert,Grega,15,
5,Žilinský kraj,3,Progresívne Slovensko,112,Eva,Levrincová,23,
5,Žilinský kraj,3,Progresívne Slovensko,113,Viktor,Pamula,47,
5,Žilinský kraj,3,Progresívne Slovensko,114,Vanda,Prikler,15,
5,Žilinský kraj,3,Progresívne Slovensko,115,Dominik,Radler,58,
5,Žilinský kraj,3,Progresívne Slovensko,116,Naďa,Bohinská,17,
5,Žilinský kraj,3,Progresívne Slovensko,117,Ľuboš,Ďubek,15,
5,Žilinský kraj,3,Progresívne Slovensko,118,Lívia,Augustin Šimanská,82,
5,Žilinský kraj,3,Progresívne Slovensko,119,Marek,Fúska,29,
5,Žilinský kraj,3,Progresívne Slovensko,120,Monika,Sabanoš,16,
5,Žilinský kraj,3,Progresívne Slovensko,121,Karol,Gubka,17,
5,Žilinský kraj,3,Progresívne Slovensko,122,Zuzana,Čifári,16,
5,Žilinský kraj,3,Progresívne Slovensko,123,Juraj,Mikulášek,23,
5,Žilinský kraj,3,Progresívne Slovensko,124,Oľga,Krištofíková,263,
5,Žilinský kraj,3,Progresívne Slovensko,125,Adam,Pekár,17,
5,Žilinský kraj,3,Progresívne Slovensko,126,Denisa,Holečková,50,
5,Žilinský kraj,3,Progresívne Slovensko,127,Igor,Holéczy,29,
5,Žilinský kraj,3,Progresívne Slovensko,128,Gabriela,Langová,58,
5,Žilinský kraj,3,Progresívne Slovensko,129,Samuel,Pekár,539,
5,Žilinský kraj,3,Progresívne Slovensko,130,Zlatica,Miháliková,13,
5,Žilinský kraj,3,Progresívne Slovensko,131,Peter,Višňovský,28,
5,Žilinský kraj,3,Progresívne Slovensko,132,Eva,Pevná,41,
5,Žilinský kraj,3,Progresívne Slovensko,133,Radoslav,Ruso,13,
5,Žilinský kraj,3,Progresívne Slovensko,134,Martina,Kačániová,25,
5,Žilinský kraj,3,Progresívne Slovensko,135,Peter,Matula,53,
5,Žilinský kraj,3,Progresívne Slovensko,136,Katarína,Vidrová,33,
5,Žilinský kraj,3,Progresívne Slovensko,137,Pavol,Ištok,13,
5,Žilinský kraj,3,Progresívne Slovensko,138,Katarína,Nádaská,495,
5,Žilinský kraj,3,Progresívne Slovensko,139,Samuel,Paulini,39,
5,Žilinský kraj,3,Progresívne Slovensko,140,Diana,Kleštincová,172,
5,Žilinský kraj,3,Progresívne Slovensko,141,Marek,Líška,77,
5,Žilinský kraj,3,Progresívne Slovensko,142,Adriana,Horská,9,
5,Žilinský kraj,3,Progresívne Slovensko,143,Dávid,Šingovský,9,
5,Žilinský kraj,3,Progresívne Slovensko,144,Eva,Rusnáková,45,
5,Žilinský kraj,3,Progresívne Slovensko,145,Rastislav,Karczub,26,
5,Žilinský kraj,3,Progresívne Slovensko,146,Tamara,Krenželáková,24,
5,Žilinský kraj,3,Progresívne Slovensko,147,Peter,Pollák,58,
5,Žilinský kraj,3,Progresívne Slovensko,148,Jana,Velická,88,
5,Žilinský kraj,3,Progresívne Slovensko,149,Vanda,Rogovská,154,
5,Žilinský kraj,3,Progresívne Slovensko,150,Jolana,Kusá,373,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,1,Zuzana,Kondrlíková Plháková,95,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,2,Anna,Schlosserová,41,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,3,Katarína,Kralčáková,51,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,4,Martin,Fenďa,27,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,5,Miroslav,Kondrlík,7,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,6,Róbert,Winkler,69,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,7,Peter,Kondrát,6,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,8,Vladimír,Čonka,9,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,9,Peter,Smolka,41,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,10,Vladislav,Loderer,19,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,11,Daniel,Húšťa,4,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,12,Ľuboš,Kabát,2,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,13,Ľubomír,Klačko,14,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,14,Andrej,Krajiček,27,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,15,Štefan,Puška,3,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,16,Helena,Tirolová,14,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,17,Janette,Drapáková-Hubová,5,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,18,Miroslav,Kudela,9,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,19,Radovan,Bujňák,2,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,20,Ali,Kamberovič,10,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,21,Zdenka,Šprláková,14,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,22,Roman,Tlčina,2,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,23,Peter,Eliaš,8,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,24,Veronika,Hanuljaková,40,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,25,Michal,Ladič,4,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,26,Vladimír,Krška,12,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,27,Peter,Chmelo,4,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,28,Mariana,Hriňová,7,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,29,Ľubica,Kramarová,26,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,30,Natalia,Krajičková,21,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,31,Jana,Kufel Stýskalová,1,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,32,Diana,Badžová,3,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,33,Terézia,Tomaničková,12,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,34,Miroslava,Bednárová,8,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,35,Nina,Matejčeková,10,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,36,Ján,Haluška,7,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,37,Bohuš,Šottník,8,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,38,Michal,Blahovec,2,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,39,Daniela,Pavlovičová,3,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,40,Janka,Húšťová,6,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,41,Mário,Winkler,15,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,42,Matúš,Ivora,8,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,43,Roman,Melicher,12,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,44,Marek,Malík,0,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,45,Mario,Medvec,1,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,46,Dagmar,Winklerová,9,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,47,Viliam,Groszman,7,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,48,Vladimír,Valášek,22,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,49,Rastislav,Tatarka,3,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,50,Štefan,Truchlík,8,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,51,Štefan,Ivora,3,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,52,Anna,Ivorová,3,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,53,Adrián,Barnošák,8,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,54,Marcel,Malík,6,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,55,Peter,Haver,2,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,56,Viliam,Vrba,2,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,57,Benjamín,Kučera,14,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,58,Igor,Kurimský,4,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,59,Juraj,Majerík,7,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,60,Radoslav,Kramara,16,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,61,Július,Koki,5,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,62,Terézia,Kokiová,5,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,63,Marcela,Kokiová,1,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,64,Marek,Rončák,8,X
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,65,Anna,Huláková,3,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,66,Peter,Hudec,3,
5,Žilinský kraj,4,SPOLOČNE OBČANIA SLOVENSKA,67,Nikola,Ilavská,7,X
